databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	player	cost	mu	keywords	stat	text	flavor	rarity	number
708ccc26-3847-4b3b-8f43-efb40073c08d	London City Grid	netrunner-1996/classic/Netrunner1996-Classic-LondonCityGrid.jpg	default	Upgrade	Classic	Classic	playerNDeck	corp	3	0	Region	6	Runner must pay [1], in addition to the normal cost, to use each subroutine of a noisy icebreaker during runs on this fort.	London: home to Big Ben, Buckingham Palace, and some of the nastiest, most insidious, and downright brilliant code this side of the Pond.	Rare	13
89abe50e-6c37-4fd2-ab8f-f80c5bd5e6e3	Puzzle	netrunner-1996/classic/Netrunner1996-Classic-Puzzle.jpg	default	Ice	Classic	Classic	playerNDeck	corp	2	0	Code Gate	5	@ End the run, and trash Puzzle at end of turn. @ End the run, and trash Puzzle at end of turn.		Common	14
fbb3ee83-c0a7-4437-ae4b-70a39efb44c1	Reclamation Project	netrunner-1996/classic/Netrunner1996-Classic-ReclamationProject.jpg	default	Operation	Classic	Classic	playerNDeck	corp	0	0	Double	0	Search the archives for any number of ice cards. Show those cards to Runner, then store them in HQ. (Playing a double operation costs two consecutive actions this turn instead of one.)	"The code's already there; why let it go to waste?"	Rare	15
08e5f4fc-ab2d-421e-ad04-c59f5a470829	Satellite Monitors	netrunner-1996/classic/Netrunner1996-Classic-SatelliteMonitors.jpg	default	Node	Classic	Classic	playerNDeck	corp	3	0		1	At the start of each of your turns, you may roll a die for each run Runner made during his or her last turn. For each 1, give Runner a tag.	"Say, isn't that your daughter?"	Common	16
7190dac8-aad9-497a-8c0c-58888acb33e6	Self-Destruct	netrunner-1996/classic/Netrunner1996-Classic-SelfDestruct.jpg	default	Upgrade	Classic	Classic	playerNDeck	corp	2	0	Ambush	0	Install Self-Destruct only in a subsidiary data fort. [T] Trash all other cards installed in or on this data fort. Do 1 Net damage for each card successfully trashed in this way. Use this ability only when Runner accesses Self-Destruct.	"This'll ream our bottom line unless we reclassify data-entry clerks as 'consumables.'"	Common	17
f7dae0ad-08c7-4192-92b1-80993eb083b7	Shock Treatment	netrunner-1996/classic/Netrunner1996-Classic-ShockTreatment.jpg	default	Upgrade	Classic	Classic	playerNDeck	corp	2	0	Ambush	5	When Runner accesses Shock Treatment, trash all pieces of hardware and two programs. Ignore this effect unless Runner has four or more tags.	"Yo, Bob, red light. Bob? Red Light! Bob, c'mon - I'm serious! GAH! Now there's a fire and a red light! Bob?"	Rare	18
d19babc7-6f36-492f-9d1b-7215a1561826	Sterdroid	netrunner-1996/classic/Netrunner1996-Classic-Sterdroid.jpg	default	Upgrade	Classic	Classic	playerNDeck	corp	0	0		0	[3], [T]: Choose a piece of ice. That ice's strength is doubled until end of turn. If this would raise the ice's strength above 10, ist strength becomes 10.	"Runners love this one like bikers adore wires across roads." -Norman Niemann, WuTech security director	Common	19
a46e300e-b167-442a-a63a-9b33a559e7da	Strategic Planning Group	netrunner-1996/classic/Netrunner1996-Classic-StrategicPlanningGroup.jpg	default	Node	Classic	Classic	playerNDeck	corp	2	0	Unique	4	Whenever you draw one or more cards, draw an extra card. Then place one of the drawn cards on the bottom of R&D.	"We don't plot; we faciliate."	Rare	20
e256eee9-4cc7-48e1-b8f0-28396d182197	Street Enforcer	netrunner-1996/classic/Netrunner1996-Classic-StreetEnforcer.jpg	default	Upgrade	Classic	Classic	playerNDeck	corp	1	0	Sysop	3	At the start of each run on this data fort, Runner loses [X], where X is equal to the number of tags Runner has.	"I think you know why I'm here."	Rare	21
58188906-00c0-4165-86f6-29149fbf50b8	Superserum	netrunner-1996/classic/Netrunner1996-Classic-Superserum.jpg	default	Agenda	Classic	Classic	playerNDeck	corp	3	0	Research	2	When you score Superserum, remove all Virus counters, and avoid receiving the next two Virus counters Runner gives to you.	"A holisitc approach to system immunology: its AI routines mark both computer viruses and suspect moles for deletion."	Rare	22
81b5d3ba-9197-44df-8de1-a5feaadc24ae	Theorem Proof	netrunner-1996/classic/Netrunner1996-Classic-TheoremProof.jpg	default	Agenda	Classic	Classic	playerNDeck	corp	5	0	Research	3	If Runner accesses Theorem Proof, he or she does not score it, but instead may install it as a 2 MU program that has the ability "[A]: Score Theorem Proof" but is removed from the game if it leaves play in any other way.		Rare	23
642f5b31-5729-4f03-a2fe-3429924d6d38	Trapdoor	netrunner-1996/classic/Netrunner1996-Classic-Trapdoor.jpg	default	Ice	Classic	Classic	playerNDeck	corp	3	0	Code Gate-Deflector	3	Install Trapdoor only on R&D or HQ. @ Runner is now encountering the outermost piece of rezzed ice on a subsidiary data fort of your choice, instead of passing Trapdoor. The run is now considered to be a run on that data fort. If there is no rezzed ice on that fort, Runner is considered to have passed the last piece of ice on that fort. Runner automatically breaks this subroutine if there are no subsidiary data forts.		Rare	24
e1411afc-f6ca-4b32-8ef4-4bfcea9c6b1d	Unlisted Research Lab	netrunner-1996/classic/Netrunner1996-Classic-UnlistedResearchLab.jpg	default	Agenda	Classic	Classic	playerNDeck	corp	3	0	Asset-Gray Ops	2	Draw an additional card at the start of each of your turns.	"You may feel some discomfort."	Common	25
20842690-c6c8-40ab-9463-bc6a55247d04	Vortex	netrunner-1996/classic/Netrunner1996-Classic-Vortex.jpg	default	Ice	Classic	Classic	playerNDeck	corp	0	0	Code Gate-Deflector	2	@ If you pay [2], Runner is now encountering the outermost piece of rezzed ice on a data fort of your choice, instead of passing Vortex. The run is now considered to be a run on that data fort. If there is no rezzed ice on that fort, Runner is considered to have passed the last piece of ice on that fort.		Common	26
9f5db6ba-f834-4fb3-8d74-ee1816174987	Boostergang Connections	netrunner-1996/classic/Netrunner1996-Classic-BoostergangConnections.jpg	default	Prep	Classic	Classic	playerNDeck	runner	7	0		0	Trash your hand. Search your stack for as many cards as were successfuly trashed in this way and bring them into your hand. Shuffle your stack afterward.	"If you don't fear death, they're great to hang with."	Rare	27
35830bc7-f693-4490-af7a-d05153540e88	Corruption	netrunner-1996/classic/Netrunner1996-Classic-Corruption.jpg	default	Prep	Classic	Classic	playerNDeck	runner	0	0		0	Play only if you scored any agendas this turn. Lose all agenda points you scored this turn, and the Corp scores that many agenda points. Gain [10] per agenda point lost in this way, and the Corp gives you a tag.	"Excuse me, Dave? Can I borrow 250,000 eb 'til payday?"	Rare	28
ea3613c6-7321-4c25-a898-39e797ae5bfd	Crash Space	netrunner-1996/classic/Netrunner1996-Classic-CrashSpace.jpg	default	Resource	Classic	Classic	playerNDeck	runner	2	0	Unique	0	Gain [1] at the start of each of your turns. All trace attempts are automatically successful, and give you a tag in addition to their other effects. If Crash Space leaves play lose [2]. [A] Trash Crash Space.		Rare	29
bf70a563-d00a-4580-98a9-64e1826cc887	Do the 'Drine™	netrunner-1996/classic/Netrunner1996-Classic-DoTheDrine.jpg	default	Prep	Classic	Classic	playerNDeck	runner	0	0		0	Suffer any amount of brain damage, but not enough to flatline you or to reduce your hand size to less than 0. Gain [4] for each point of brain damage you suffer in this way. This damage cannot be prevented.	"I may be stupid, but I'm rich!"	Rare	30
1faf731d-9f12-49dd-a3b0-2f2a1bfdaf6e	Early Worm	netrunner-1996/classic/Netrunner1996-Classic-EarlyWorm.jpg	default	Program	Classic	Classic	playerNDeck	runner	4	1	Icebreaker-Worm	2	[1]: Break wall subroutine. [2]: +3 strength	"The Early Worm gets the bird ... from corporate sysops." -AI Boone	Common	31
b735d143-9bd2-4a26-ac8b-123180c7103f	Elena Laskova	netrunner-1996/classic/Netrunner1996-Classic-ElenaLaskova.jpg	default	Resource	Classic	Classic	playerNDeck	runner	3	0	Connection-Unique	0	Whenever you play a prep, gain an additional [1] the first time you gain bits from its effet.	"... But somehow you never go away thinking you got the best of the deal."	Rare	32
b116fdf6-a800-4b80-b35c-a6711db0cb67	Executive File Clerk	netrunner-1996/classic/Netrunner1996-Classic-ExecutiveFileClerk.jpg	default	Resource	Classic	Classic	playerNDeck	runner	0	0	Connection-Hidden	0	[2],[T]: Look at all cards stored in HQ.	"I only signed a noncompete agreement; it didn't say anything about nondisclosure."	Common	33
519f48f3-399d-4145-8c5b-0e55f65c38b9	Finders Keepers	netrunner-1996/classic/Netrunner1996-Classic-FindersKeepers.jpg	default	Prep	Classic	Classic	playerNDeck	runner	7	0	Random	0	Roll three dice. Gain that many bits.	"Looks like both our luck's changed."	Common	34
428c3f35-8048-4dbf-87c9-96de551d84f3	Gypsy™ Schedule Analyzer	netrunner-1996/classic/Netrunner1996-Classic-GypsyScheduleAnalyzer.jpg	default	Prep	Classic	Classic	playerNDeck	runner	2	0		0	Make a run on R&D. If run is successful, do not access any cards. Instead, reveal cards one at a time from R&D until you reveal an agenda card or there are no cards left in R&D. Store the agenda, if any, in HQ and shuffle the other revealed cards, if any, into R&D.		Rare	35
791c1023-edb2-4c92-b12d-8ac919fc445f	Library Search	netrunner-1996/classic/Netrunner1996-Classic-LibrarySearch.jpg	default	Prep	Classic	Classic	playerNDeck	runner	2	0		0	Make a run on R&D or HQ. If run is successful, access two additional cards if you used no noisy icebreakers during the run and if no trace attempts were made during the run.		Common	36
def2c46b-25d6-4238-be92-c7f2b60779d8	Little Black Box	netrunner-1996/classic/Netrunner1996-Classic-LittleBlackBox.jpg	default	Hardware	Classic	Classic	playerNDeck	runner	4	0	Deck	0	Provides +1 MU and +1 hand size. Prevent up to 1 Net or brain damage each turn. Put [1] from the bank on Little Black Box when it is installed. Use this bit only to pay for increasing your link. If you use the bit, replace it from the bank at the start of your next turn.		Rare	37
5080a98c-b2a6-49c3-9ca7-3682c9ef41bf	Matador	netrunner-1996/classic/Netrunner1996-Classic-Matador.jpg	default	Program	Classic	Classic	playerNDeck	runner	4	1	Icebreaker-Killer	0	[1]: Break sentry subroutine. [3]: +5 strength	This little fella really cuts through the bull.	Common	38
ff78c830-06c8-4437-b03f-6912337983cb	Meat Upgrade	netrunner-1996/classic/Netrunner1996-Classic-MeatUpgrade.jpg	default	Prep	Classic	Classic	playerNDeck	runner	2	0	Double	0	Remove up to two tags, at no cost, and draw three cards. (Playing a double prep costs two consecutive actions this turn instead of one.)	They can make you gorgeous cheap, but to make you plain costs extra.	Rare	39
b4c454c6-9964-4110-8c2c-8408a7c189e7	MS-todon	netrunner-1996/classic/Netrunner1996-Classic-MSTodon.jpg	default	Program	Classic	Classic	playerNDeck	runner	4	1	Icebreaker-Killer-Noisy	2	[1]: Break sentry subroutine. [1]: +1 strength. The first time during each run that you break a sentry subroutine with MS-todon, lose all bits from all stealth cards, if you can, and the Corp gives you a tag.	This isn't running - it's stomping.	Common	40
f64a1e25-e1e7-4254-a349-3ca0485810fa	Networking	netrunner-1996/classic/Netrunner1996-Classic-Networking.jpg	default	Prep	Classic	Classic	playerNDeck	runner	3	0	Double	0	Gain [9]. (Playing a double prep costs two consecutive actions this turn instead of one.)	"It's not what you know or even who; it's how often."	Common	41
2c411091-bbd3-443e-a859-981efa6323b0	Omnitech "Spinal Tap" Cybermodem	netrunner-1996/classic/Netrunner1996-Classic-OmnitechSpinalTapCybermodem.jpg	default	Hardware	Classic	Classic	playerNDeck	runner	5	0	Deck-Random	0	Provides +1 Mu. Put [2] from the bank on Omnitech "Spinal Tap" Cybermodem when it is installed. Use this bits only to pay for using icebreakers during runs or increasing your link. If you use any of these bits, replace them at the start of your next turn.  At the start of each of your turns roll a die. On a 1, suffer 2 brain damage. This damage cannot be prevented.  If Omnitech "Spinal Tap" Cyermodem leaves play suffer 2 brain damage.		Rare	42
e2efcb4e-3361-46bb-b3e7-951239a2212d	Omnitech Wet Drive	netrunner-1996/classic/Netrunner1996-Classic-OmnitechWetDrive.jpg	default	Hardware	Classic	Classic	playerNDeck	runner	0	0	Cybernetics	0	Your base MU is equal to the number of cards in your hand instead of 4.	"Now with reduced long-term memory loss!" - Rejected marketing slogan	Rare	43
95545de0-a3f6-423d-a997-d7b4b166f91a	Panzer Run	netrunner-1996/classic/Netrunner1996-Classic-PanzerRun.jpg	default	Prep	Classic	Classic	playerNDeck	runner	1	0	Double	0	Gain [4] and draw two cards.	"So I just drive a truck from Point A to Point B? How hard can that be?"	Common	44
f12aaa95-4b80-4098-83fe-8b313d33f157	Psychic Friend	netrunner-1996/classic/Netrunner1996-Classic-PsychicFriend.jpg	default	Program	Classic	Classic	playerNDeck	runner	2	1	Icebreaker	1	[1]: Break code gate subroutine. [2]: +1 strength until end of turn	"Call now for ten nanoseconds of icebreaking absolutely free! (10 eb each subsequent ns.)"	Common	45
af5bcccc-5aa0-4b8a-9449-b6a1f850a482	Rent-I-Con	netrunner-1996/classic/Netrunner1996-Classic-RentICon.jpg	default	Program	Classic	Classic	playerNDeck	runner	3	2	Icebreaker	2	[1]: Break ice subroutine. At the end of this run, trash Rent-I-Con. [1]: +1 strength.	It's big and mean and lasts about sixteen microseconds.	Rare	46
ad9595d7-509f-449c-8ea4-6a3ebfd139f6	Running Interference	netrunner-1996/classic/Netrunner1996-Classic-RunningInterference.jpg	default	Prep	Classic	Classic	playerNDeck	runner	2	0	Double	0	Make a run. During that run, the Corp must pay [X], in addition to the normal cost, to rez each piece of ice, where X is the rez cost of that piece of ice.	"Look! A distraction!"	Rare	47
57f1e427-a665-4515-b5cf-61d7d214bf64	Sandbox Dig	netrunner-1996/classic/Netrunner1996-Classic-SandboxDig.jpg	default	Resource	Classic	Classic	playerNDeck	runner	0	0	Hidden	0	[3], [T]: Look at the top three cards stored in R&D.	"As long as the drones keep griping online, I'm in business."	Common	48
b63f3b45-e4f1-426d-b1a3-2db0978c8dfd	Schematics Search Engine	netrunner-1996/classic/Netrunner1996-Classic-SchematicsSearchEngine.jpg	default	Program	Classic	Classic	playerNDeck	runner	2	1		0	Whenever you access cards from HQ, expose all of the Corp's installed cards.	"Not only is the map the terrain - somtimes you can only get places by folding the map." -Edger	Rare	49
13cda53f-3daf-4719-8d3a-607b67b84b09	Superglue	netrunner-1996/classic/Netrunner1996-Classic-Superglue.jpg	default	Program	Classic	Classic	playerNDeck	runner	2	1		0	[T]: Derez a piece of ice. Use this ability only if you have just broken all the subroutines of that piece of ice.	"Epoxy both your houses!" -Bard	Common	50
8e3c2b5f-e572-4812-8bff-a85728101972	Vintage Camaro	netrunner-1996/classic/Netrunner1996-Classic-VintageCamaro.jpg	default	Hardware	Classic	Classic	playerNDeck	runner	1	0	Vehicle	0	[1], Forgo your next action: Avoid receiving a tag.	"I'm not firing a LAW at that! It's a classic!"	Common	51
076ee915-b9f8-45f3-b26a-c8e89c391960	Zetatech Portastation	netrunner-1996/classic/Netrunner1996-Classic-ZetatechPortastation.jpg	default	Hardware	Classic	Classic	playerNDeck	runner	3	0		0	Put [1] from the bank on Zetatech Portostation when it is installed. Use this bit only to pay for playing preps. If you use the bit, replace it from the bank at the start of your next turn.	"Zetatech. All you need is a brain, a deck, and a afriend." - Short-lived WNS ad campaign	Common	52
5b084516-f9f2-43a6-94df-5c3cce80f473	AI Chief Financial Officer	netrunner-1996/core-set/Netrunner1996-CoreSet-AIChiefFinancialOfficer.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	5	0	Asset	2	A: Shuffle cards stored in HQ and the Archives into R&D  then draw five cards.		Rare	
de901db6-9cb7-4978-8ebf-4c735f93bd63	Artificial Security Directors	netrunner-1996/core-set/Netrunner1996-CoreSet-ArtificialSecurityDirectors.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	3	0	Research	1	Difficulty of Black Ops agendas is reduced by 1.		Rare	
493d532f-da48-4a01-be65-d61a0b888ace	Bioweapons Engineering	netrunner-1996/core-set/Netrunner1996-CoreSet-BioweaponsEngineering.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	4	0	Research	3	Each source of meat damage inflicts +1 meat damage.		Rare	
3b4cc108-87df-4d0e-8dec-9c04158457a5	Black Ice Quality Assurance	netrunner-1996/core-set/Netrunner1996-CoreSet-BlackIceQualityAssurance.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	5	0	Research-Black Ops	2	All black ice has +2 strength.		Rare	
b6838762-3fcc-48bc-8ed8-d3d0370c5b14	Corporate Boon	netrunner-1996/core-set/Netrunner1996-CoreSet-CorporateBoon.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	6	0	Asset	2	Put four Boon counters on Corporate Boon when you score it. Boon Counter: Gain an action. Use this ability only once per turn and only during your turn.		Vital	
2ea92dd6-a604-439c-9f91-d96189c3166b	Corporate Coup	netrunner-1996/core-set/Netrunner1996-CoreSet-CorporateCoup.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	5	0	Black Ops	2	Put [15] from the bank on Corporate Coup when you score it.A: Take [3] from Corporate Coup, if it has any bits.		Vital	
271ea3ce-3582-4450-b05e-69326a4d6493	Corporate Downsizing	netrunner-1996/core-set/Netrunner1996-CoreSet-CorporateDownsizing.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	3	0	Gray Ops	2	When you score Corporate Downsizing, show to Runner any number of agenda cards stored in HQ. Gain bits equal to twice the combined agenda points of these cards  then shuffle them into R&D.		Vital	
bb8dca9f-5072-4592-906a-e4ddb8737519	Corporate Retreat	netrunner-1996/core-set/Netrunner1996-CoreSet-CorporateRetreat.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	4	0	Gray Ops	3	You lose the following ability as soon as you rez or install any card. A: Gain [2].		Vital	
23b7487c-7093-47ae-a6e9-d3911ad58c5a	Corporate War	netrunner-1996/core-set/Netrunner1996-CoreSet-CorporateWar.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	3	0	Black Ops	3	If you have [12] or more bits in your pool when you score Corporate War, gain [12]  otherwise, lose all bits.		Vital	
bcdf9438-2a81-4804-818b-b08157233078	Data Fort Reclamation	netrunner-1996/core-set/Netrunner1996-CoreSet-DataFortReclamation.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	4	0	Gray Ops	2	Gain [10] and choose up to four cards stored in HQ when you score Data Fort Reclamation. Create a new data fort using the cards chosen.  Install the cards one at a time  you may rez them when you install them. Then, return to the bank any of the [10] not spent.		Vital	
8ecd5a3a-77de-43ec-ac9d-de1487fb339e	Detroit Police Contract	netrunner-1996/core-set/Netrunner1996-CoreSet-DetroitPoliceContract.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	4	0	Black Ops	1	Put [12] from the bank on Detroit Police Contract when you score it. Take [2] from Detroit Police Contract, if it has any bits, at the start of each of your turns.		Vital	
d58b7cf7-c456-483a-80cd-fb51487ea0d6	Employee Empowerment	netrunner-1996/core-set/Netrunner1996-CoreSet-EmployeeEmpowerment.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	4	0	Gray Ops	3	You may choose to draw an additional card at the start of each of your turns. A: Draw two cards.		Vital	
c48c91d0-8253-42b3-9c69-918a464445e0	Encryption Breakthrough	netrunner-1996/core-set/Netrunner1996-CoreSet-EncryptionBreakthrough.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	5	0	Research	2	All code gates have +1 strength. When you score Encryption Breakthrough, reveal as many code gates as you wish. Then, gain [1] for each revealed or rezzed code gate.		Rare	
38f8afe5-06bd-46a7-9b15-b7cd9401d05f	Executive Extraction	netrunner-1996/core-set/Netrunner1996-CoreSet-ExecutiveExtraction.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	3	0	Black Ops	1	Difficulty of Gray Ops agendas is reduced by 1.		Rare	
37ebb001-a1c5-4601-8313-e3edbbaebbc9	Genetics-Visionary Acquisition	netrunner-1996/core-set/Netrunner1996-CoreSet-GeneticsVisionaryAcquisition.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	3	0	Gray Ops	1	Difficulty of Research agendas is reduced by 1.		Rare	
375202f8-166b-4048-9066-aa99f77a99d3	Hostile Takeover	netrunner-1996/core-set/Netrunner1996-CoreSet-HostileTakeover.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	3	0	Gray Ops	1	Gain [5] when you score Hostile Takeover.		Vital	
596e0ebb-2936-48ed-9a12-9215dccdc0cb	Ice Transmutation	netrunner-1996/core-set/Netrunner1996-CoreSet-IceTransmutation.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	5	0	Research	3	Choose a piece of rezzed ice when you score Ice Transmutation. That ice now has +1 strength, and each subroutine on it is repeated once.  Treat this as if each repeated subroutine appeared immediately after the original subroutine.		Vital	
133a053d-26f1-477a-b4dc-aeac52918576	Main-Office Relocation	netrunner-1996/core-set/Netrunner1996-CoreSet-MainOfficeRelocation.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	4	0	Gray Ops	3	Hand size +2		Vital	
3a8ed0bd-478e-47c7-8598-9cbb007d2b4b	Marine Arcology	netrunner-1996/core-set/Netrunner1996-CoreSet-MarineArcology.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	3	0	Asset	2	A, A: Gain [3].		Vital	
58a2734d-2243-41ea-9ce6-df5cec5bbdf0	Netwatch Operations Office	netrunner-1996/core-set/Netrunner1996-CoreSet-NetwatchOperationsOffice.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	5	0	Asset	2	A:Trace 2 -If trace is successful, give Runner a tag.		Vital	
a042c7e7-90af-4586-8474-4985ef5e4719	On-Call Solo Team	netrunner-1996/core-set/Netrunner1996-CoreSet-OnCallSoloTeam.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	4	0	Asset	3	A: Do 1 meat damage. Use this ability only if Runner is tagged.		Vital	
02379962-7a55-4305-a649-69fb5936f022	Political Coup	netrunner-1996/core-set/Netrunner1996-CoreSet-PoliticalCoup.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	4	0	Black Ops	2	Put [12] from the bank on Political Coup when you score it. A: Take [3] from Political Coup, if it has any bits.		Vital	
6affcdfc-a8f9-4154-bd0b-48af859c0811	Political Overthrow	netrunner-1996/core-set/Netrunner1996-CoreSet-PoliticalOverthrow.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	9	0	Black Ops	6	A: Gain [3].		Rare	
77006d57-0ffe-444f-90d2-2dae1df8c392	Polymer Breakthrough	netrunner-1996/core-set/Netrunner1996-CoreSet-PolymerBreakthrough.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	6	0	Research	3	Gain [1] at the start of each of your turns.		Vital	
49ce935a-864f-48f3-9633-a39a73ba7162	Priority Requisition	netrunner-1996/core-set/Netrunner1996-CoreSet-PriorityRequisition.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	5	0	Gray Ops	3	You may rez a piece of ice, at no cost, when you score Priority Requisition.		Vital	
e50a73f0-510c-455b-b605-0caadfa03e3a	Private Cybernet Police	netrunner-1996/core-set/Netrunner1996-CoreSet-PrivateCybernetPolice.jpg	default	Agenda	Core Set	Core Set	playerNDeck	corp	7	0	Asset	2	A:Trace 5 -If trace is successful, give Runner a tag.		Vital	
